symbol,ibkr_session_start,ibkr_session_end,yml_session_start,yml_session_end
QQQ,2002-03-26 09:30:00-05:00,2002-03-26 16:15:00-05:00,2002-03-26 09:30:00-05:00,2002-03-26 16:00:00-05:00
QQQ,2002-03-27 09:30:00-05:00,2002-03-27 16:15:00-05:00,2002-03-27 09:30:00-05:00,2002-03-27 16:00:00-05:00
QQQ,2002-03-28 09:30:00-05:00,2002-03-28 16:15:00-05:00,2002-03-28 09:30:00-05:00,2002-03-28 13:00:00-05:00
QQQ,2002-03-29 09:30:00-05:00,2002-03-29 16:15:00-05:00,,
QQQ,2002-04-01 09:30:00-05:00,2002-04-01 16:15:00-05:00,2002-04-01 09:30:00-05:00,2002-04-01 16:00:00-05:00
QQQ,2002-04-02 09:30:00-05:00,2002-04-02 16:15:00-05:00,2002-04-02 09:30:00-05:00,2002-04-02 16:00:00-05:00
QQQ,2002-04-03 09:30:00-05:00,2002-04-03 16:15:00-05:00,2002-04-03 09:30:00-05:00,2002-04-03 16:00:00-05:00
QQQ,2002-04-04 09:30:00-05:00,2002-04-04 16:15:00-05:00,2002-04-04 09:30:00-05:00,2002-04-04 16:00:00-05:00
QQQ,2002-04-05 09:30:00-05:00,2002-04-05 16:15:00-05:00,2002-04-05 09:30:00-05:00,2002-04-05 16:00:00-05:00
QQQ,2002-04-08 09:30:00-04:00,2002-04-08 16:15:00-04:00,2002-04-08 09:30:00-04:00,2002-04-08 16:00:00-04:00
QQQ,2002-04-09 09:30:00-04:00,2002-04-09 16:15:00-04:00,2002-04-09 09:30:00-04:00,2002-04-09 16:00:00-04:00
QQQ,2002-04-10 09:30:00-04:00,2002-04-10 16:15:00-04:00,2002-04-10 09:30:00-04:00,2002-04-10 16:00:00-04:00
QQQ,2002-04-11 09:30:00-04:00,2002-04-11 16:15:00-04:00,2002-04-11 09:30:00-04:00,2002-04-11 16:00:00-04:00
QQQ,2002-04-12 09:30:00-04:00,2002-04-12 16:15:00-04:00,2002-04-12 09:30:00-04:00,2002-04-12 16:00:00-04:00
QQQ,2002-04-15 09:30:00-04:00,2002-04-15 16:15:00-04:00,2002-04-15 09:30:00-04:00,2002-04-15 16:00:00-04:00
QQQ,2002-04-16 09:30:00-04:00,2002-04-16 16:15:00-04:00,2002-04-16 09:30:00-04:00,2002-04-16 16:00:00-04:00
QQQ,2002-04-17 09:30:00-04:00,2002-04-17 16:15:00-04:00,2002-04-17 09:30:00-04:00,2002-04-17 16:00:00-04:00
QQQ,2002-04-18 09:30:00-04:00,2002-04-18 16:15:00-04:00,2002-04-18 09:30:00-04:00,2002-04-18 16:00:00-04:00
QQQ,2002-04-19 09:30:00-04:00,2002-04-19 16:15:00-04:00,2002-04-19 09:30:00-04:00,2002-04-19 16:00:00-04:00
QQQ,2002-04-22 09:30:00-04:00,2002-04-22 16:15:00-04:00,2002-04-22 09:30:00-04:00,2002-04-22 16:00:00-04:00
QQQ,2002-04-23 09:30:00-04:00,2002-04-23 16:15:00-04:00,2002-04-23 09:30:00-04:00,2002-04-23 16:00:00-04:00
QQQ,2002-04-24 09:30:00-04:00,2002-04-24 16:15:00-04:00,2002-04-24 09:30:00-04:00,2002-04-24 16:00:00-04:00
QQQ,2002-04-25 09:30:00-04:00,2002-04-25 16:15:00-04:00,2002-04-25 09:30:00-04:00,2002-04-25 16:00:00-04:00
QQQ,2002-04-26 09:30:00-04:00,2002-04-26 16:15:00-04:00,2002-04-26 09:30:00-04:00,2002-04-26 16:00:00-04:00
QQQ,2002-04-29 09:30:00-04:00,2002-04-29 16:15:00-04:00,2002-04-29 09:30:00-04:00,2002-04-29 16:00:00-04:00
QQQ,2002-04-30 09:30:00-04:00,2002-04-30 16:15:00-04:00,2002-04-30 09:30:00-04:00,2002-04-30 16:00:00-04:00
QQQ,2002-05-01 09:30:00-04:00,2002-05-01 16:15:00-04:00,2002-05-01 09:30:00-04:00,2002-05-01 16:00:00-04:00
QQQ,2002-05-02 09:30:00-04:00,2002-05-02 16:15:00-04:00,2002-05-02 09:30:00-04:00,2002-05-02 16:00:00-04:00
QQQ,2002-05-03 09:30:00-04:00,2002-05-03 16:15:00-04:00,2002-05-03 09:30:00-04:00,2002-05-03 16:00:00-04:00
QQQ,2002-05-06 09:30:00-04:00,2002-05-06 16:15:00-04:00,2002-05-06 09:30:00-04:00,2002-05-06 16:00:00-04:00
QQQ,2002-05-07 09:30:00-04:00,2002-05-07 16:15:00-04:00,2002-05-07 09:30:00-04:00,2002-05-07 16:00:00-04:00
QQQ,2002-05-08 09:30:00-04:00,2002-05-08 16:15:00-04:00,2002-05-08 09:30:00-04:00,2002-05-08 16:00:00-04:00
QQQ,2002-05-09 09:30:00-04:00,2002-05-09 16:15:00-04:00,2002-05-09 09:30:00-04:00,2002-05-09 16:00:00-04:00
QQQ,2002-05-10 09:30:00-04:00,2002-05-10 16:15:00-04:00,2002-05-10 09:30:00-04:00,2002-05-10 16:00:00-04:00
QQQ,2002-05-13 09:30:00-04:00,2002-05-13 16:15:00-04:00,2002-05-13 09:30:00-04:00,2002-05-13 16:00:00-04:00
QQQ,2002-05-14 09:30:00-04:00,2002-05-14 16:15:00-04:00,2002-05-14 09:30:00-04:00,2002-05-14 16:00:00-04:00
QQQ,2002-05-15 09:30:00-04:00,2002-05-15 16:15:00-04:00,2002-05-15 09:30:00-04:00,2002-05-15 16:00:00-04:00
QQQ,2002-05-16 09:30:00-04:00,2002-05-16 16:15:00-04:00,2002-05-16 09:30:00-04:00,2002-05-16 16:00:00-04:00
QQQ,2002-05-17 09:30:00-04:00,2002-05-17 16:15:00-04:00,2002-05-17 09:30:00-04:00,2002-05-17 16:00:00-04:00
QQQ,2002-05-20 09:30:00-04:00,2002-05-20 16:15:00-04:00,2002-05-20 09:30:00-04:00,2002-05-20 16:00:00-04:00
QQQ,2002-05-21 09:30:00-04:00,2002-05-21 16:15:00-04:00,2002-05-21 09:30:00-04:00,2002-05-21 16:00:00-04:00
QQQ,2002-05-22 09:30:00-04:00,2002-05-22 16:15:00-04:00,2002-05-22 09:30:00-04:00,2002-05-22 16:00:00-04:00
QQQ,2002-05-23 09:30:00-04:00,2002-05-23 16:15:00-04:00,2002-05-23 09:30:00-04:00,2002-05-23 16:00:00-04:00
QQQ,2002-05-24 09:30:00-04:00,2002-05-24 16:15:00-04:00,2002-05-24 09:30:00-04:00,2002-05-24 13:00:00-04:00
QQQ,2002-05-27 09:30:00-04:00,2002-05-27 16:15:00-04:00,,
QQQ,2002-05-28 09:30:00-04:00,2002-05-28 16:15:00-04:00,2002-05-28 09:30:00-04:00,2002-05-28 16:00:00-04:00
QQQ,2002-05-29 09:30:00-04:00,2002-05-29 16:15:00-04:00,2002-05-29 09:30:00-04:00,2002-05-29 16:00:00-04:00
QQQ,2002-05-30 09:30:00-04:00,2002-05-30 16:15:00-04:00,2002-05-30 09:30:00-04:00,2002-05-30 16:00:00-04:00
QQQ,2002-05-31 09:30:00-04:00,2002-05-31 16:15:00-04:00,2002-05-31 09:30:00-04:00,2002-05-31 16:00:00-04:00
QQQ,2002-06-03 09:30:00-04:00,2002-06-03 16:15:00-04:00,2002-06-03 09:30:00-04:00,2002-06-03 16:00:00-04:00
QQQ,2002-06-04 09:30:00-04:00,2002-06-04 16:15:00-04:00,2002-06-04 09:30:00-04:00,2002-06-04 16:00:00-04:00
QQQ,2002-06-05 09:30:00-04:00,2002-06-05 16:15:00-04:00,2002-06-05 09:30:00-04:00,2002-06-05 16:00:00-04:00
QQQ,2002-06-06 09:30:00-04:00,2002-06-06 16:15:00-04:00,2002-06-06 09:30:00-04:00,2002-06-06 16:00:00-04:00
QQQ,2002-06-07 09:30:00-04:00,2002-06-07 16:15:00-04:00,2002-06-07 09:30:00-04:00,2002-06-07 16:00:00-04:00
QQQ,2002-06-10 09:30:00-04:00,2002-06-10 16:15:00-04:00,2002-06-10 09:30:00-04:00,2002-06-10 16:00:00-04:00
QQQ,2002-06-11 09:30:00-04:00,2002-06-11 16:15:00-04:00,2002-06-11 09:30:00-04:00,2002-06-11 16:00:00-04:00
QQQ,2002-06-12 09:30:00-04:00,2002-06-12 16:15:00-04:00,2002-06-12 09:30:00-04:00,2002-06-12 16:00:00-04:00
QQQ,2002-06-13 09:30:00-04:00,2002-06-13 16:15:00-04:00,2002-06-13 09:30:00-04:00,2002-06-13 16:00:00-04:00
QQQ,2002-06-14 09:30:00-04:00,2002-06-14 16:15:00-04:00,2002-06-14 09:30:00-04:00,2002-06-14 16:00:00-04:00
QQQ,2002-06-17 09:30:00-04:00,2002-06-17 16:15:00-04:00,2002-06-17 09:30:00-04:00,2002-06-17 16:00:00-04:00
QQQ,2002-06-18 09:30:00-04:00,2002-06-18 16:15:00-04:00,2002-06-18 09:30:00-04:00,2002-06-18 16:00:00-04:00
QQQ,2002-06-19 09:30:00-04:00,2002-06-19 16:15:00-04:00,2002-06-19 09:30:00-04:00,2002-06-19 16:00:00-04:00
QQQ,2002-06-20 09:30:00-04:00,2002-06-20 16:15:00-04:00,2002-06-20 09:30:00-04:00,2002-06-20 16:00:00-04:00
QQQ,2002-06-21 09:30:00-04:00,2002-06-21 16:15:00-04:00,2002-06-21 09:30:00-04:00,2002-06-21 16:00:00-04:00
QQQ,2002-06-24 09:30:00-04:00,2002-06-24 16:15:00-04:00,2002-06-24 09:30:00-04:00,2002-06-24 16:00:00-04:00
QQQ,2002-06-25 09:30:00-04:00,2002-06-25 16:15:00-04:00,2002-06-25 09:30:00-04:00,2002-06-25 16:00:00-04:00
QQQ,2002-06-26 09:30:00-04:00,2002-06-26 16:15:00-04:00,2002-06-26 09:30:00-04:00,2002-06-26 16:00:00-04:00
QQQ,2002-06-27 09:30:00-04:00,2002-06-27 16:15:00-04:00,2002-06-27 09:30:00-04:00,2002-06-27 16:00:00-04:00
QQQ,2002-06-28 09:30:00-04:00,2002-06-28 16:15:00-04:00,2002-06-28 09:30:00-04:00,2002-06-28 16:00:00-04:00
QQQ,2002-07-01 09:30:00-04:00,2002-07-01 16:15:00-04:00,2002-07-01 09:30:00-04:00,2002-07-01 16:00:00-04:00
QQQ,2002-07-02 09:30:00-04:00,2002-07-02 16:15:00-04:00,2002-07-02 09:30:00-04:00,2002-07-02 16:00:00-04:00
QQQ,2002-07-03 09:30:00-04:00,2002-07-03 16:15:00-04:00,2002-07-03 09:30:00-04:00,2002-07-03 16:00:00-04:00
QQQ,2002-07-04 09:30:00-04:00,2002-07-04 16:15:00-04:00,,
QQQ,2002-07-05 09:30:00-04:00,2002-07-05 16:15:00-04:00,2002-07-05 09:30:00-04:00,2002-07-05 16:00:00-04:00
QQQ,2002-07-08 09:30:00-04:00,2002-07-08 16:15:00-04:00,2002-07-08 09:30:00-04:00,2002-07-08 16:00:00-04:00
QQQ,2002-07-09 09:30:00-04:00,2002-07-09 16:15:00-04:00,2002-07-09 09:30:00-04:00,2002-07-09 16:00:00-04:00
QQQ,2002-07-10 09:30:00-04:00,2002-07-10 16:15:00-04:00,2002-07-10 09:30:00-04:00,2002-07-10 16:00:00-04:00
QQQ,2002-07-11 09:30:00-04:00,2002-07-11 16:15:00-04:00,2002-07-11 09:30:00-04:00,2002-07-11 16:00:00-04:00
QQQ,2002-07-12 09:30:00-04:00,2002-07-12 16:15:00-04:00,2002-07-12 09:30:00-04:00,2002-07-12 16:00:00-04:00
QQQ,2002-07-15 09:30:00-04:00,2002-07-15 16:15:00-04:00,2002-07-15 09:30:00-04:00,2002-07-15 16:00:00-04:00
QQQ,2002-07-16 09:30:00-04:00,2002-07-16 16:15:00-04:00,2002-07-16 09:30:00-04:00,2002-07-16 16:00:00-04:00
QQQ,2002-07-17 09:30:00-04:00,2002-07-17 16:15:00-04:00,2002-07-17 09:30:00-04:00,2002-07-17 16:00:00-04:00
QQQ,2002-07-18 09:30:00-04:00,2002-07-18 16:15:00-04:00,2002-07-18 09:30:00-04:00,2002-07-18 16:00:00-04:00
QQQ,2002-07-19 09:30:00-04:00,2002-07-19 16:15:00-04:00,2002-07-19 09:30:00-04:00,2002-07-19 16:00:00-04:00
QQQ,2002-07-22 09:30:00-04:00,2002-07-22 16:15:00-04:00,2002-07-22 09:30:00-04:00,2002-07-22 16:00:00-04:00
QQQ,2002-07-23 09:30:00-04:00,2002-07-23 16:15:00-04:00,2002-07-23 09:30:00-04:00,2002-07-23 16:00:00-04:00
QQQ,2002-07-24 09:30:00-04:00,2002-07-24 16:15:00-04:00,2002-07-24 09:30:00-04:00,2002-07-24 16:00:00-04:00
QQQ,2002-07-25 09:30:00-04:00,2002-07-25 16:15:00-04:00,2002-07-25 09:30:00-04:00,2002-07-25 16:00:00-04:00
QQQ,2002-07-26 09:30:00-04:00,2002-07-26 16:15:00-04:00,2002-07-26 09:30:00-04:00,2002-07-26 16:00:00-04:00
QQQ,2002-07-29 09:30:00-04:00,2002-07-29 16:15:00-04:00,2002-07-29 09:30:00-04:00,2002-07-29 16:00:00-04:00
QQQ,2002-07-30 09:30:00-04:00,2002-07-30 16:15:00-04:00,2002-07-30 09:30:00-04:00,2002-07-30 16:00:00-04:00
QQQ,2002-07-31 09:30:00-04:00,2002-07-31 16:15:00-04:00,2002-07-31 09:30:00-04:00,2002-07-31 16:00:00-04:00
QQQ,2002-08-01 09:30:00-04:00,2002-08-01 16:15:00-04:00,2002-08-01 09:30:00-04:00,2002-08-01 16:00:00-04:00
QQQ,2002-08-02 09:30:00-04:00,2002-08-02 16:15:00-04:00,2002-08-02 09:30:00-04:00,2002-08-02 16:00:00-04:00
QQQ,2002-08-05 09:30:00-04:00,2002-08-05 16:15:00-04:00,2002-08-05 09:30:00-04:00,2002-08-05 16:00:00-04:00
QQQ,2002-08-06 09:30:00-04:00,2002-08-06 16:15:00-04:00,2002-08-06 09:30:00-04:00,2002-08-06 16:00:00-04:00
QQQ,2002-08-07 09:30:00-04:00,2002-08-07 16:15:00-04:00,2002-08-07 09:30:00-04:00,2002-08-07 16:00:00-04:00
QQQ,2002-08-08 09:30:00-04:00,2002-08-08 16:15:00-04:00,2002-08-08 09:30:00-04:00,2002-08-08 16:00:00-04:00
QQQ,2002-08-09 09:30:00-04:00,2002-08-09 16:15:00-04:00,2002-08-09 09:30:00-04:00,2002-08-09 16:00:00-04:00
QQQ,2002-08-12 09:30:00-04:00,2002-08-12 16:15:00-04:00,2002-08-12 09:30:00-04:00,2002-08-12 16:00:00-04:00
QQQ,2002-08-13 09:30:00-04:00,2002-08-13 16:15:00-04:00,2002-08-13 09:30:00-04:00,2002-08-13 16:00:00-04:00
QQQ,2002-08-14 09:30:00-04:00,2002-08-14 16:15:00-04:00,2002-08-14 09:30:00-04:00,2002-08-14 16:00:00-04:00
QQQ,2002-08-15 09:30:00-04:00,2002-08-15 16:15:00-04:00,2002-08-15 09:30:00-04:00,2002-08-15 16:00:00-04:00
QQQ,2002-08-16 09:30:00-04:00,2002-08-16 16:15:00-04:00,2002-08-16 09:30:00-04:00,2002-08-16 16:00:00-04:00
QQQ,2002-08-19 09:30:00-04:00,2002-08-19 16:15:00-04:00,2002-08-19 09:30:00-04:00,2002-08-19 16:00:00-04:00
QQQ,2002-08-20 09:30:00-04:00,2002-08-20 16:15:00-04:00,2002-08-20 09:30:00-04:00,2002-08-20 16:00:00-04:00
QQQ,2002-08-21 09:30:00-04:00,2002-08-21 16:15:00-04:00,2002-08-21 09:30:00-04:00,2002-08-21 16:00:00-04:00
QQQ,2002-08-22 09:30:00-04:00,2002-08-22 16:15:00-04:00,2002-08-22 09:30:00-04:00,2002-08-22 16:00:00-04:00
QQQ,2002-08-23 09:30:00-04:00,2002-08-23 16:15:00-04:00,2002-08-23 09:30:00-04:00,2002-08-23 16:00:00-04:00
QQQ,2002-08-26 09:30:00-04:00,2002-08-26 16:15:00-04:00,2002-08-26 09:30:00-04:00,2002-08-26 16:00:00-04:00
QQQ,2002-08-27 09:30:00-04:00,2002-08-27 16:15:00-04:00,2002-08-27 09:30:00-04:00,2002-08-27 16:00:00-04:00
QQQ,2002-08-28 09:30:00-04:00,2002-08-28 16:15:00-04:00,2002-08-28 09:30:00-04:00,2002-08-28 16:00:00-04:00
QQQ,2002-08-29 09:30:00-04:00,2002-08-29 16:15:00-04:00,2002-08-29 09:30:00-04:00,2002-08-29 16:00:00-04:00
QQQ,2002-08-30 09:30:00-04:00,2002-08-30 16:15:00-04:00,2002-08-30 09:30:00-04:00,2002-08-30 16:00:00-04:00
QQQ,2002-09-02 09:30:00-04:00,2002-09-02 16:15:00-04:00,,
QQQ,2002-09-03 09:30:00-04:00,2002-09-03 16:15:00-04:00,2002-09-03 09:30:00-04:00,2002-09-03 16:00:00-04:00
QQQ,2002-09-04 09:30:00-04:00,2002-09-04 16:15:00-04:00,2002-09-04 09:30:00-04:00,2002-09-04 16:00:00-04:00
QQQ,2002-09-05 09:30:00-04:00,2002-09-05 16:15:00-04:00,2002-09-05 09:30:00-04:00,2002-09-05 16:00:00-04:00
QQQ,2002-09-06 09:30:00-04:00,2002-09-06 16:15:00-04:00,2002-09-06 09:30:00-04:00,2002-09-06 16:00:00-04:00
QQQ,2002-09-09 09:30:00-04:00,2002-09-09 16:15:00-04:00,2002-09-09 09:30:00-04:00,2002-09-09 16:00:00-04:00
QQQ,2002-09-10 09:30:00-04:00,2002-09-10 16:15:00-04:00,2002-09-10 09:30:00-04:00,2002-09-10 16:00:00-04:00
QQQ,2002-09-11 09:30:00-04:00,2002-09-11 16:15:00-04:00,2002-09-11 09:30:00-04:00,2002-09-11 16:00:00-04:00
QQQ,2002-09-12 09:30:00-04:00,2002-09-12 16:15:00-04:00,2002-09-12 09:30:00-04:00,2002-09-12 16:00:00-04:00
QQQ,2002-09-13 09:30:00-04:00,2002-09-13 16:15:00-04:00,2002-09-13 09:30:00-04:00,2002-09-13 16:00:00-04:00
QQQ,2002-09-16 09:30:00-04:00,2002-09-16 16:15:00-04:00,2002-09-16 09:30:00-04:00,2002-09-16 16:00:00-04:00
QQQ,2002-09-17 09:30:00-04:00,2002-09-17 16:15:00-04:00,2002-09-17 09:30:00-04:00,2002-09-17 16:00:00-04:00
QQQ,2002-09-18 09:30:00-04:00,2002-09-18 16:15:00-04:00,2002-09-18 09:30:00-04:00,2002-09-18 16:00:00-04:00
QQQ,2002-09-19 09:30:00-04:00,2002-09-19 16:15:00-04:00,2002-09-19 09:30:00-04:00,2002-09-19 16:00:00-04:00
QQQ,2002-09-20 09:30:00-04:00,2002-09-20 16:15:00-04:00,2002-09-20 09:30:00-04:00,2002-09-20 16:00:00-04:00
QQQ,2002-09-23 09:30:00-04:00,2002-09-23 16:15:00-04:00,2002-09-23 09:30:00-04:00,2002-09-23 16:00:00-04:00
QQQ,2002-09-24 09:30:00-04:00,2002-09-24 16:15:00-04:00,2002-09-24 09:30:00-04:00,2002-09-24 16:00:00-04:00
QQQ,2002-09-25 09:30:00-04:00,2002-09-25 16:15:00-04:00,2002-09-25 09:30:00-04:00,2002-09-25 16:00:00-04:00
QQQ,2002-09-26 09:30:00-04:00,2002-09-26 16:15:00-04:00,2002-09-26 09:30:00-04:00,2002-09-26 16:00:00-04:00
QQQ,2002-09-27 09:30:00-04:00,2002-09-27 16:15:00-04:00,2002-09-27 09:30:00-04:00,2002-09-27 16:00:00-04:00
QQQ,2002-09-30 09:30:00-04:00,2002-09-30 16:15:00-04:00,2002-09-30 09:30:00-04:00,2002-09-30 16:00:00-04:00
QQQ,2002-10-01 09:30:00-04:00,2002-10-01 16:15:00-04:00,2002-10-01 09:30:00-04:00,2002-10-01 16:00:00-04:00
QQQ,2002-10-02 09:30:00-04:00,2002-10-02 16:15:00-04:00,2002-10-02 09:30:00-04:00,2002-10-02 16:00:00-04:00
QQQ,2002-10-03 09:30:00-04:00,2002-10-03 16:15:00-04:00,2002-10-03 09:30:00-04:00,2002-10-03 16:00:00-04:00
QQQ,2002-10-04 09:30:00-04:00,2002-10-04 16:15:00-04:00,2002-10-04 09:30:00-04:00,2002-10-04 16:00:00-04:00
QQQ,2002-10-07 09:30:00-04:00,2002-10-07 16:15:00-04:00,2002-10-07 09:30:00-04:00,2002-10-07 16:00:00-04:00
QQQ,2002-10-08 09:30:00-04:00,2002-10-08 16:15:00-04:00,2002-10-08 09:30:00-04:00,2002-10-08 16:00:00-04:00
QQQ,2002-10-09 09:30:00-04:00,2002-10-09 16:15:00-04:00,2002-10-09 09:30:00-04:00,2002-10-09 16:00:00-04:00
QQQ,2002-10-10 09:30:00-04:00,2002-10-10 16:15:00-04:00,2002-10-10 09:30:00-04:00,2002-10-10 16:00:00-04:00
QQQ,2002-10-11 09:30:00-04:00,2002-10-11 16:15:00-04:00,2002-10-11 09:30:00-04:00,2002-10-11 16:00:00-04:00
QQQ,2002-10-14 09:30:00-04:00,2002-10-14 16:15:00-04:00,,
QQQ,2002-10-15 09:30:00-04:00,2002-10-15 16:15:00-04:00,2002-10-15 09:30:00-04:00,2002-10-15 16:00:00-04:00
QQQ,2002-10-16 09:30:00-04:00,2002-10-16 16:15:00-04:00,2002-10-16 09:30:00-04:00,2002-10-16 16:00:00-04:00
QQQ,2002-10-17 09:30:00-04:00,2002-10-17 16:15:00-04:00,2002-10-17 09:30:00-04:00,2002-10-17 16:00:00-04:00
QQQ,2002-10-18 09:30:00-04:00,2002-10-18 16:15:00-04:00,2002-10-18 09:30:00-04:00,2002-10-18 16:00:00-04:00
QQQ,2002-10-21 09:30:00-04:00,2002-10-21 16:15:00-04:00,2002-10-21 09:30:00-04:00,2002-10-21 16:00:00-04:00
QQQ,2002-10-22 09:30:00-04:00,2002-10-22 16:15:00-04:00,2002-10-22 09:30:00-04:00,2002-10-22 16:00:00-04:00
QQQ,2002-10-23 09:30:00-04:00,2002-10-23 16:15:00-04:00,2002-10-23 09:30:00-04:00,2002-10-23 16:00:00-04:00
QQQ,2002-10-24 09:30:00-04:00,2002-10-24 16:15:00-04:00,2002-10-24 09:30:00-04:00,2002-10-24 16:00:00-04:00
QQQ,2002-10-25 09:30:00-04:00,2002-10-25 16:15:00-04:00,2002-10-25 09:30:00-04:00,2002-10-25 16:00:00-04:00
QQQ,2002-10-28 09:30:00-05:00,2002-10-28 16:15:00-05:00,2002-10-28 09:30:00-05:00,2002-10-28 16:00:00-05:00
QQQ,2002-10-29 09:30:00-05:00,2002-10-29 16:15:00-05:00,2002-10-29 09:30:00-05:00,2002-10-29 16:00:00-05:00
QQQ,2002-10-30 09:30:00-05:00,2002-10-30 16:15:00-05:00,2002-10-30 09:30:00-05:00,2002-10-30 16:00:00-05:00
QQQ,2002-10-31 09:30:00-05:00,2002-10-31 16:15:00-05:00,2002-10-31 09:30:00-05:00,2002-10-31 16:00:00-05:00
QQQ,2002-11-01 09:30:00-05:00,2002-11-01 16:15:00-05:00,2002-11-01 09:30:00-05:00,2002-11-01 16:00:00-05:00
QQQ,2002-11-04 09:30:00-05:00,2002-11-04 16:15:00-05:00,2002-11-04 09:30:00-05:00,2002-11-04 16:00:00-05:00
QQQ,2002-11-05 09:30:00-05:00,2002-11-05 16:15:00-05:00,2002-11-05 09:30:00-05:00,2002-11-05 16:00:00-05:00
QQQ,2002-11-06 09:30:00-05:00,2002-11-06 16:15:00-05:00,2002-11-06 09:30:00-05:00,2002-11-06 16:00:00-05:00
QQQ,2002-11-07 09:30:00-05:00,2002-11-07 16:15:00-05:00,2002-11-07 09:30:00-05:00,2002-11-07 16:00:00-05:00
QQQ,2002-11-08 09:30:00-05:00,2002-11-08 16:15:00-05:00,2002-11-08 09:30:00-05:00,2002-11-08 16:00:00-05:00
QQQ,2002-11-11 09:30:00-05:00,2002-11-11 16:15:00-05:00,2002-11-11 09:30:00-05:00,2002-11-11 16:00:00-05:00
QQQ,2002-11-12 09:30:00-05:00,2002-11-12 16:15:00-05:00,2002-11-12 09:30:00-05:00,2002-11-12 16:00:00-05:00
QQQ,2002-11-13 09:30:00-05:00,2002-11-13 16:15:00-05:00,2002-11-13 09:30:00-05:00,2002-11-13 16:00:00-05:00
QQQ,2002-11-14 09:30:00-05:00,2002-11-14 16:15:00-05:00,2002-11-14 09:30:00-05:00,2002-11-14 16:00:00-05:00
QQQ,2002-11-15 09:30:00-05:00,2002-11-15 16:15:00-05:00,2002-11-15 09:30:00-05:00,2002-11-15 16:00:00-05:00
QQQ,2002-11-18 09:30:00-05:00,2002-11-18 16:15:00-05:00,2002-11-18 09:30:00-05:00,2002-11-18 16:00:00-05:00
QQQ,2002-11-19 09:30:00-05:00,2002-11-19 16:15:00-05:00,2002-11-19 09:30:00-05:00,2002-11-19 16:00:00-05:00
QQQ,2002-11-20 09:30:00-05:00,2002-11-20 16:15:00-05:00,2002-11-20 09:30:00-05:00,2002-11-20 16:00:00-05:00
QQQ,2002-11-21 09:30:00-05:00,2002-11-21 16:15:00-05:00,2002-11-21 09:30:00-05:00,2002-11-21 16:00:00-05:00
QQQ,2002-11-22 09:30:00-05:00,2002-11-22 16:15:00-05:00,2002-11-22 09:30:00-05:00,2002-11-22 16:00:00-05:00
QQQ,2002-11-25 09:30:00-05:00,2002-11-25 16:15:00-05:00,2002-11-25 09:30:00-05:00,2002-11-25 16:00:00-05:00
QQQ,2002-11-26 09:30:00-05:00,2002-11-26 16:15:00-05:00,2002-11-26 09:30:00-05:00,2002-11-26 16:00:00-05:00
QQQ,2002-11-27 09:30:00-05:00,2002-11-27 16:15:00-05:00,2002-11-27 09:30:00-05:00,2002-11-27 13:00:00-05:00
QQQ,2002-11-28 09:30:00-05:00,2002-11-28 16:15:00-05:00,2002-11-28 09:30:00-05:00,2002-11-28 16:00:00-05:00
QQQ,2002-11-29 09:30:00-05:00,2002-11-29 16:15:00-05:00,,
QQQ,2002-12-02 09:30:00-05:00,2002-12-02 16:15:00-05:00,2002-12-02 09:30:00-05:00,2002-12-02 16:00:00-05:00
QQQ,2002-12-03 09:30:00-05:00,2002-12-03 16:15:00-05:00,2002-12-03 09:30:00-05:00,2002-12-03 16:00:00-05:00
QQQ,2002-12-04 09:30:00-05:00,2002-12-04 16:15:00-05:00,2002-12-04 09:30:00-05:00,2002-12-04 16:00:00-05:00
QQQ,2002-12-05 09:30:00-05:00,2002-12-05 16:15:00-05:00,2002-12-05 09:30:00-05:00,2002-12-05 16:00:00-05:00
QQQ,2002-12-06 09:30:00-05:00,2002-12-06 16:15:00-05:00,2002-12-06 09:30:00-05:00,2002-12-06 16:00:00-05:00
QQQ,2002-12-09 09:30:00-05:00,2002-12-09 16:15:00-05:00,2002-12-09 09:30:00-05:00,2002-12-09 16:00:00-05:00
QQQ,2002-12-10 09:30:00-05:00,2002-12-10 16:15:00-05:00,2002-12-10 09:30:00-05:00,2002-12-10 16:00:00-05:00
QQQ,2002-12-11 09:30:00-05:00,2002-12-11 16:15:00-05:00,2002-12-11 09:30:00-05:00,2002-12-11 16:00:00-05:00
QQQ,2002-12-12 09:30:00-05:00,2002-12-12 16:15:00-05:00,2002-12-12 09:30:00-05:00,2002-12-12 16:00:00-05:00
QQQ,2002-12-13 09:30:00-05:00,2002-12-13 16:15:00-05:00,2002-12-13 09:30:00-05:00,2002-12-13 16:00:00-05:00
QQQ,2002-12-16 09:30:00-05:00,2002-12-16 16:15:00-05:00,2002-12-16 09:30:00-05:00,2002-12-16 16:00:00-05:00
QQQ,2002-12-17 09:30:00-05:00,2002-12-17 16:15:00-05:00,2002-12-17 09:30:00-05:00,2002-12-17 16:00:00-05:00
QQQ,2002-12-18 09:30:00-05:00,2002-12-18 16:15:00-05:00,2002-12-18 09:30:00-05:00,2002-12-18 16:00:00-05:00
QQQ,2002-12-19 09:30:00-05:00,2002-12-19 16:15:00-05:00,2002-12-19 09:30:00-05:00,2002-12-19 16:00:00-05:00
